[2025-12-04 02:55:47] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f833c296d5.77655614","timestamp":"2025-12-04 02:55:47","method":"GET","endpoint":"api/v1/admin/users","route":null,"execution_time_ms":16.17,"memory_kb":157.99,"status_code":403,"user_id":17,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 02:56:15] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f84f492951.96081317","timestamp":"2025-12-04 02:56:15","method":"POST","endpoint":"api/v1/products","route":null,"execution_time_ms":6.93,"memory_kb":141.62,"status_code":403,"user_id":1,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 02:56:20] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f854e08e82.60037641","timestamp":"2025-12-04 02:56:20","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":5.22,"memory_kb":18.2,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 02:56:20] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f854e2d1a0.97185873","timestamp":"2025-12-04 02:56:20","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.27,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 02:56:20] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f854e464d8.20316047","timestamp":"2025-12-04 02:56:20","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.27,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 02:56:20] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f854e5f725.43902925","timestamp":"2025-12-04 02:56:20","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.32,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 02:56:20] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f854e79656.72808379","timestamp":"2025-12-04 02:56:20","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.45,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 02:56:20] testing.WARNING: Rate Limit Exceeded {"request_id":"req_6930f854e92b13.95066753","timestamp":"2025-12-04 02:56:20","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":0.23,"memory_kb":5.77,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
[2025-12-04 02:56:21] testing.WARNING: Rate Limit Exceeded {"request_id":"req_6930f855195095.22731038","timestamp":"2025-12-04 02:56:21","method":"POST","endpoint":"api/v1/auth/register","route":null,"execution_time_ms":0.29,"memory_kb":5.77,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
[2025-12-04 03:00:29] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f94d7fb3a9.27860339","timestamp":"2025-12-04 03:00:29","method":"GET","endpoint":"api/v1/admin/users","route":null,"execution_time_ms":4.4,"memory_kb":157.41,"status_code":403,"user_id":17,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:00:30] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f94e8b7533.11720889","timestamp":"2025-12-04 03:00:30","method":"GET","endpoint":"api/v1/admin/analytics/predictive","route":null,"execution_time_ms":3.94,"memory_kb":153.08,"status_code":403,"user_id":85,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:00:35] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f953aa95d9.89910247","timestamp":"2025-12-04 03:00:35","method":"GET","endpoint":"api/v1/workforce/employees","route":null,"execution_time_ms":3.4,"memory_kb":151.45,"status_code":403,"user_id":11,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:00:35] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f953db14a8.07558087","timestamp":"2025-12-04 03:00:35","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":1.92,"memory_kb":20.07,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:00:36] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f9546f86e2.06534908","timestamp":"2025-12-04 03:00:36","method":"POST","endpoint":"api/v1/workforce/leave-requests","route":null,"execution_time_ms":4.17,"memory_kb":50.51,"status_code":403,"user_id":18,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:00:37] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f9551daa84.46029588","timestamp":"2025-12-04 03:00:37","method":"PUT","endpoint":"api/v1/workforce/leave-requests/20","route":null,"execution_time_ms":2.58,"memory_kb":49.1,"status_code":403,"user_id":49,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:00:37] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930f955790343.86400190","timestamp":"2025-12-04 03:00:37","method":"GET","endpoint":"api/v1/workforce/leave-requests/25","route":null,"execution_time_ms":4.21,"memory_kb":67.48,"status_code":403,"user_id":60,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:27] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc57d21a46.40585000","timestamp":"2025-12-04 03:13:27","method":"POST","endpoint":"api/v1/workforce/performance/reviews","route":null,"execution_time_ms":6.88,"memory_kb":49.77,"status_code":403,"user_id":104,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:28] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc586c15c7.15547309","timestamp":"2025-12-04 03:13:28","method":"GET","endpoint":"api/v1/workforce/performance/47","route":null,"execution_time_ms":5.68,"memory_kb":54.83,"status_code":403,"user_id":125,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:29] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc59243ff7.08214427","timestamp":"2025-12-04 03:13:29","method":"PUT","endpoint":"api/v1/workforce/performance/reviews/29","route":null,"execution_time_ms":4.16,"memory_kb":49.1,"status_code":403,"user_id":174,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:29] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc5960d7f0.88168896","timestamp":"2025-12-04 03:13:29","method":"DELETE","endpoint":"api/v1/workforce/performance/reviews/31","route":null,"execution_time_ms":3.92,"memory_kb":45.35,"status_code":403,"user_id":181,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:39] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc636cddc1.73558964","timestamp":"2025-12-04 03:13:39","method":"POST","endpoint":"api/v1/products","route":null,"execution_time_ms":6.27,"memory_kb":141.62,"status_code":403,"user_id":1,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:44] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc68eb3ec6.87406266","timestamp":"2025-12-04 03:13:44","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":5.4,"memory_kb":18.2,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:44] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc68ed8f44.46720530","timestamp":"2025-12-04 03:13:44","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.29,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:44] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc68ef2432.25250316","timestamp":"2025-12-04 03:13:44","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.28,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:44] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc68f0b7e8.22201494","timestamp":"2025-12-04 03:13:44","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.41,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:44] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc68f253d9.40335419","timestamp":"2025-12-04 03:13:44","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.38,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:13:44] testing.WARNING: Rate Limit Exceeded {"request_id":"req_6930fc68f3f152.63995264","timestamp":"2025-12-04 03:13:44","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":0.3,"memory_kb":5.77,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
[2025-12-04 03:13:45] testing.WARNING: Rate Limit Exceeded {"request_id":"req_6930fc69275e93.96611490","timestamp":"2025-12-04 03:13:45","method":"POST","endpoint":"api/v1/auth/register","route":null,"execution_time_ms":0.35,"memory_kb":5.77,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
[2025-12-04 03:14:12] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc84d673c2.18550291","timestamp":"2025-12-04 03:14:12","method":"GET","endpoint":"api/v1/admin/users","route":null,"execution_time_ms":8.6,"memory_kb":157.41,"status_code":403,"user_id":17,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:14:14] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc86c41f37.00262128","timestamp":"2025-12-04 03:14:14","method":"GET","endpoint":"api/v1/admin/analytics/predictive","route":null,"execution_time_ms":7.32,"memory_kb":153.08,"status_code":403,"user_id":85,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:14:23] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc8f8873d5.26419306","timestamp":"2025-12-04 03:14:23","method":"GET","endpoint":"api/v1/workforce/employees","route":null,"execution_time_ms":6.9,"memory_kb":151.45,"status_code":403,"user_id":11,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:14:23] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc8fda23f4.57232084","timestamp":"2025-12-04 03:14:23","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.7,"memory_kb":20.07,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:14:24] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc90b45cb6.41419733","timestamp":"2025-12-04 03:14:24","method":"POST","endpoint":"api/v1/workforce/leave-requests","route":null,"execution_time_ms":7.49,"memory_kb":50.51,"status_code":403,"user_id":18,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:14:25] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc91c85337.18643085","timestamp":"2025-12-04 03:14:25","method":"PUT","endpoint":"api/v1/workforce/leave-requests/20","route":null,"execution_time_ms":4.86,"memory_kb":49.1,"status_code":403,"user_id":49,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:14:26] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fc92590cd6.03202490","timestamp":"2025-12-04 03:14:26","method":"GET","endpoint":"api/v1/workforce/leave-requests/25","route":null,"execution_time_ms":7.63,"memory_kb":67.48,"status_code":403,"user_id":60,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:15:08] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fcbcc98b15.18574883","timestamp":"2025-12-04 03:15:08","method":"GET","endpoint":"api/v1/admin/users","route":null,"execution_time_ms":6.52,"memory_kb":157.41,"status_code":403,"user_id":17,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:15:10] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fcbe12c6f7.49667710","timestamp":"2025-12-04 03:15:10","method":"GET","endpoint":"api/v1/admin/analytics/predictive","route":null,"execution_time_ms":5.8,"memory_kb":153.08,"status_code":403,"user_id":85,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:15:16] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fcc4e788a3.58003107","timestamp":"2025-12-04 03:15:16","method":"GET","endpoint":"api/v1/workforce/employees","route":null,"execution_time_ms":5.69,"memory_kb":151.45,"status_code":403,"user_id":11,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:15:17] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fcc5332f39.03774765","timestamp":"2025-12-04 03:15:17","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.13,"memory_kb":20.07,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:15:17] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fcc5833619.26453002","timestamp":"2025-12-04 03:15:17","method":"POST","endpoint":"api/v1/workforce/leave-requests","route":null,"execution_time_ms":6.45,"memory_kb":50.51,"status_code":403,"user_id":18,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:15:18] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fcc67accc2.73556293","timestamp":"2025-12-04 03:15:18","method":"PUT","endpoint":"api/v1/workforce/leave-requests/20","route":null,"execution_time_ms":4.05,"memory_kb":49.1,"status_code":403,"user_id":49,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:15:18] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930fcc6ebef17.03156762","timestamp":"2025-12-04 03:15:18","method":"GET","endpoint":"api/v1/workforce/leave-requests/25","route":null,"execution_time_ms":5.98,"memory_kb":67.48,"status_code":403,"user_id":60,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:38] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff32b3d1a1.41683582","timestamp":"2025-12-04 03:25:38","method":"POST","endpoint":"api/v1/workforce/performance/reviews","route":null,"execution_time_ms":6.96,"memory_kb":49.77,"status_code":403,"user_id":111,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:39] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff33592813.21195197","timestamp":"2025-12-04 03:25:39","method":"GET","endpoint":"api/v1/workforce/performance/47","route":null,"execution_time_ms":6.56,"memory_kb":54.83,"status_code":403,"user_id":132,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:40] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff3412bc04.60585640","timestamp":"2025-12-04 03:25:40","method":"PUT","endpoint":"api/v1/workforce/performance/reviews/29","route":null,"execution_time_ms":5.74,"memory_kb":49.1,"status_code":403,"user_id":181,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:40] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff345028b7.04021162","timestamp":"2025-12-04 03:25:40","method":"DELETE","endpoint":"api/v1/workforce/performance/reviews/31","route":null,"execution_time_ms":4.31,"memory_kb":45.35,"status_code":403,"user_id":188,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:50] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff3eb2b6a7.52463132","timestamp":"2025-12-04 03:25:50","method":"POST","endpoint":"api/v1/products","route":null,"execution_time_ms":6.11,"memory_kb":141.62,"status_code":403,"user_id":1,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:56] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff43f33817.99064989","timestamp":"2025-12-04 03:25:56","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.92,"memory_kb":18.2,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:56] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff44011d59.42236484","timestamp":"2025-12-04 03:25:56","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.86,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:56] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff44028625.92609409","timestamp":"2025-12-04 03:25:56","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.85,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:56] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff4403f369.89600328","timestamp":"2025-12-04 03:25:56","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.75,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:56] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_6930ff440559e2.89648186","timestamp":"2025-12-04 03:25:56","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.77,"memory_kb":6.62,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:25:56] testing.WARNING: Rate Limit Exceeded {"request_id":"req_6930ff4406bbb3.93019032","timestamp":"2025-12-04 03:25:56","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":0.33,"memory_kb":5.77,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
[2025-12-04 03:25:56] testing.WARNING: Rate Limit Exceeded {"request_id":"req_6930ff4428fc24.87331234","timestamp":"2025-12-04 03:25:56","method":"POST","endpoint":"api/v1/auth/register","route":null,"execution_time_ms":0.28,"memory_kb":5.77,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
[2025-12-04 03:57:31] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693106ab707b17.51369472","timestamp":"2025-12-04 03:57:31","method":"GET","endpoint":"api/v1/admin/users","route":null,"execution_time_ms":6.53,"memory_kb":157.41,"status_code":403,"user_id":17,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:57:32] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693106acda0a79.42544213","timestamp":"2025-12-04 03:57:32","method":"GET","endpoint":"api/v1/admin/analytics/predictive","route":null,"execution_time_ms":6.16,"memory_kb":147.58,"status_code":403,"user_id":85,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:57:39] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693106b3b6e0e3.08991915","timestamp":"2025-12-04 03:57:39","method":"GET","endpoint":"api/v1/workforce/employees","route":null,"execution_time_ms":4.98,"memory_kb":151.45,"status_code":403,"user_id":11,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:57:40] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693106b3f15961.75549515","timestamp":"2025-12-04 03:57:40","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":12.24,"memory_kb":-3665.98,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:57:40] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693106b4b91000.19068287","timestamp":"2025-12-04 03:57:40","method":"POST","endpoint":"api/v1/workforce/leave-requests","route":null,"execution_time_ms":4.95,"memory_kb":50.51,"status_code":403,"user_id":18,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:57:41] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693106b57d4724.61209839","timestamp":"2025-12-04 03:57:41","method":"PUT","endpoint":"api/v1/workforce/leave-requests/20","route":null,"execution_time_ms":3.47,"memory_kb":49.73,"status_code":403,"user_id":49,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 03:57:41] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693106b5e63190.35874665","timestamp":"2025-12-04 03:57:41","method":"GET","endpoint":"api/v1/workforce/leave-requests/25","route":null,"execution_time_ms":5.96,"memory_kb":61.98,"status_code":403,"user_id":60,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 04:00:18] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_69310752b9af41.48589969","timestamp":"2025-12-04 04:00:18","method":"POST","endpoint":"api/v1/workforce/performance/reviews","route":null,"execution_time_ms":4.11,"memory_kb":49.77,"status_code":403,"user_id":128,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-12-04 04:00:19] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_693107531fdbc2.66875334","timestamp":"2025-12-04 04:00:19","method":"GET","endpoint":"api/v1/workforce/performance/47","route":null,"execution_time_ms":3.83,"memory_kb":54.83,"status_code":403,"user_id":149,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
